Unnamed: 0,Carat,Cut,Color,Clarity,Depth,Table,Price
5573,0.94,VeryGood,D,SI2,59.0,59.0,3862
5574,1.21,Fair,H,SI1,69.6,55.0,3862
5575,1.21,Fair,H,SI2,65.6,56.0,3862
5576,0.9,VeryGood,E,SI1,62.9,55.0,3863
5577,0.9,VeryGood,E,SI1,63.6,57.0,3863
5578,0.91,Ideal,J,VS1,61.9,56.0,3863
5579,1.0,Premium,H,SI2,61.0,61.0,3864
5580,0.78,Ideal,D,VS2,62.2,55.0,3864
5581,1.12,Ideal,E,SI2,60.9,57.0,3864
5582,0.76,Ideal,E,VS2,61.6,56.0,3864
5583,1.12,VeryGood,E,SI2,60.9,63.0,3864
5584,1.0,Fair,F,SI2,65.5,54.0,3864
5585,1.0,Premium,J,VVS2,59.6,61.0,3864
5586,1.19,Ideal,H,I1,60.3,57.0,3864
5587,0.92,Premium,F,SI2,59.3,61.0,3864
5588,1.5,Good,F,I1,63.7,59.0,3864
5589,1.17,Good,D,SI2,57.4,59.0,3866
5590,0.9,Ideal,I,VS1,62.9,58.0,3867
5591,0.9,Ideal,I,VS1,62.4,56.0,3867
5592,0.9,VeryGood,E,SI1,62.3,61.0,3868
5593,1.01,Fair,H,SI1,64.5,59.0,3869
5594,1.01,Fair,H,SI1,65.3,61.0,3869
5595,1.01,Premium,H,SI1,62.1,57.0,3869
5596,1.01,Premium,H,SI1,62.8,58.0,3869
5597,0.94,Premium,F,SI2,62.6,57.0,3869
5598,0.85,VeryGood,E,VS2,60.2,60.0,3871
5599,1.2,Premium,E,I1,62.3,60.0,3871
5600,1.01,Good,G,SI1,62.2,65.0,3871
5601,0.96,Ideal,G,SI2,62.1,57.0,3871
5602,0.9,Ideal,D,SI2,62.3,57.0,3871
5603,0.96,Good,F,VS2,63.7,54.0,3871
5604,1.01,Fair,D,SI2,64.7,57.0,3871
5605,0.96,Premium,H,SI2,59.2,61.0,3871
5606,0.9,VeryGood,I,VVS1,63.4,57.0,3872
5607,1.1,Ideal,E,I1,61.9,56.0,3872
5608,0.74,VeryGood,E,VS1,62.1,53.4,3872
5609,0.9,VeryGood,E,SI2,59.4,58.0,3872
5610,0.89,Ideal,E,SI2,61.8,56.0,3872
5611,0.92,VeryGood,F,SI2,62.8,56.0,3873
5612,0.98,Ideal,I,SI2,62.6,54.0,3873
5613,0.87,Premium,D,VS2,59.9,59.0,3873
5614,0.72,Ideal,E,VVS2,62.0,56.0,3874
5615,1.12,Ideal,G,I1,60.3,57.0,3874
5616,1.01,Premium,I,SI2,61.1,58.0,3874
5617,1.0,Good,H,SI2,63.2,59.0,3874
5618,1.02,VeryGood,F,SI2,58.7,63.0,3875
5619,0.9,Fair,E,VS2,65.2,61.0,3875
5620,0.96,Premium,I,VS2,60.6,60.0,3876
5621,0.91,VeryGood,E,SI2,62.8,59.0,3876
5622,1.03,Fair,E,SI2,65.3,59.0,3876
5623,1.03,Premium,E,SI2,63.0,61.0,3876
5624,1.0,Premium,J,VS2,60.7,58.0,3877
5625,0.92,Premium,D,SI2,59.4,59.0,3877
5626,0.71,Premium,D,VVS2,60.4,59.0,3877
5627,0.9,VeryGood,H,VS2,61.2,61.0,3878
5628,0.9,VeryGood,H,VS2,61.6,63.0,3878
5629,0.9,VeryGood,H,VS2,63.0,61.0,3878
5630,0.9,VeryGood,H,VS2,62.8,58.0,3878
5631,1.0,Good,H,SI2,63.9,55.0,3878
5632,1.0,Good,I,SI1,60.5,57.0,3878
5633,0.95,Premium,I,SI1,60.0,60.0,3878
5634,0.91,VeryGood,F,SI1,60.1,58.0,3879
5635,1.02,VeryGood,J,SI1,63.1,60.0,3879
5636,0.75,Ideal,G,VVS2,62.2,56.0,3879
5637,0.9,Premium,G,SI1,61.0,60.0,3879
5638,0.9,Premium,G,SI1,60.2,59.0,3879
5639,0.74,Ideal,F,VVS2,61.5,55.0,3879
5640,0.9,VeryGood,I,VS1,62.0,61.0,3880
5641,0.9,Good,D,SI1,62.4,63.0,3880
5642,0.9,VeryGood,D,SI1,62.1,60.0,3880
5643,0.9,VeryGood,D,SI1,61.6,54.0,3880
5644,0.93,VeryGood,D,SI1,60.8,60.0,3880
5645,1.2,VeryGood,J,SI2,59.6,62.0,3880
5646,1.12,Good,J,SI1,63.7,61.0,3880
5647,1.0,Good,E,SI2,63.3,56.0,3880
5648,0.71,Ideal,F,VVS1,61.8,56.0,3880
5649,0.82,Ideal,G,VS1,61.9,54.0,3880
5650,0.73,Ideal,F,IF,61.2,55.0,3880
5651,1.26,Fair,H,SI2,64.9,60.0,3881
5652,0.9,Good,F,SI1,64.13333333333334,59.0,3881
5653,0.9,Premium,F,SI1,63.36666666666667,62.0,3881
5654,0.9,Premium,F,SI1,62.6,60.0,3881
5655,0.9,VeryGood,F,SI1,63.2,61.0,3881
5656,0.9,VeryGood,F,SI1,63.1,58.0,3881
5657,1.0,Premium,F,SI1,59.4,62.0,3881
5658,1.05,Good,J,VS1,57.8,64.0,3881
5659,1.0,Ideal,I,SI2,60.9,57.0,3881
5660,0.9,Good,H,VS2,63.6,58.0,3881
5661,0.9,Ideal,F,SI2,62.4,57.0,3881
5662,0.91,VeryGood,H,VS1,62.7,63.0,3881
5663,0.91,Premium,H,VS1,59.2,62.0,3881
5664,1.0,Premium,F,SI1,59.4,62.0,3881
5665,1.11,VeryGood,I,SI2,63.7,58.0,3882
5666,1.09,Ideal,F,SI2,61.6,54.0,3882
5667,1.13,Premium,D,SI2,58.3,60.0,3883
5668,1.29,VeryGood,J,SI2,63.5,57.0,3884
5669,0.91,Ideal,G,SI1,62.6,57.0,3884
5670,0.91,VeryGood,G,SI1,62.2,57.0,3884
5671,0.9,Good,E,SI1,58.1,64.0,3884
5672,1.02,Good,H,SI2,63.7,58.0,3884
5673,0.8,Ideal,F,VS1,62.4,55.0,3884
5674,0.8,Ideal,F,VS1,61.6,54.0,3884
5675,0.95,Ideal,I,VS2,62.2,57.0,3884
5676,0.97,Ideal,F,SI1,62.0,56.0,3884
5677,1.01,VeryGood,I,SI2,61.8,60.0,3885
5678,0.91,VeryGood,F,SI1,62.2,55.0,3885
5679,1.01,Good,F,SI2,62.5,59.0,3886
5680,1.01,Good,F,SI2,62.7,61.0,3886
5681,0.94,VeryGood,E,SI2,62.0,58.0,3886
5682,1.05,Premium,E,SI2,62.2,59.0,3886
5683,1.18,Ideal,D,I1,61.5,62.0,3886
5684,1.01,Fair,J,VS2,59.6,62.0,3886
5685,0.91,VeryGood,H,VS2,61.6,60.0,3887
5686,0.7,VeryGood,F,IF,61.5,58.0,3887
5687,1.01,VeryGood,H,SI2,60.6,61.0,3888
5688,1.01,VeryGood,I,SI1,62.8,58.0,3888
5689,1.01,VeryGood,I,SI1,62.1,58.0,3888
5690,1.01,Good,H,SI2,63.9,58.0,3888
5691,1.01,VeryGood,I,SI1,60.3,57.0,3888
5692,1.01,VeryGood,I,SI1,62.0,54.0,3888
5693,0.73,Ideal,F,VVS2,61.9,55.2,3888
5694,0.74,Ideal,E,VS1,62.2,55.0,3888
5695,0.91,Premium,D,SI2,61.2,58.0,3889
5696,1.0,Good,E,SI2,63.7,61.0,3889
5697,1.0,Fair,E,SI2,56.9,63.0,3889
5698,1.12,Premium,H,SI2,61.4,59.0,3889
5699,0.3,VeryGood,D,SI2,63.4,56.0,574
5700,0.3,Premium,D,SI2,62.9,58.0,574
5701,0.3,Premium,D,SI2,62.4,59.0,574
5702,0.3,Premium,D,SI2,62.2,59.0,574
5703,0.3,Premium,D,SI2,61.0,61.0,574
5704,0.3,Premium,D,SI2,61.2,57.0,574
5705,0.33,Good,E,VS2,57.3,59.0,574
5706,0.25,VeryGood,F,VVS2,59.0,58.0,575
5707,0.25,VeryGood,F,VVS2,60.4,57.0,575
5708,0.25,VeryGood,F,VVS2,61.8,58.0,575
5709,0.25,VeryGood,F,VVS2,61.0,58.0,575
5710,0.25,VeryGood,F,VVS2,60.4,59.0,575
5711,0.25,VeryGood,F,VVS2,63.2,57.0,575
5712,0.27,VeryGood,E,VVS2,58.6,61.0,575
5713,0.25,VeryGood,E,VVS2,60.2,59.0,575
5714,0.25,VeryGood,E,VVS2,62.7,59.0,575
5715,0.27,VeryGood,E,VVS2,61.9,58.0,575
5716,0.25,VeryGood,E,VVS2,59.8,59.0,575
5717,0.25,VeryGood,E,VVS2,62.1,58.0,575
5718,0.25,VeryGood,E,VVS2,63.0,57.0,575
5719,0.25,VeryGood,E,VVS2,60.9,59.0,575
5720,0.25,VeryGood,E,VVS2,61.9,59.0,575
5721,0.25,VeryGood,E,VVS2,63.4,58.0,575
5722,0.25,VeryGood,E,VVS2,63.0,55.0,575
5723,0.25,VeryGood,E,VVS2,60.5,59.0,575
5724,0.25,VeryGood,D,VVS2,58.8,59.0,575
5725,0.27,VeryGood,D,VVS2,64.6,53.0,575
5726,0.25,VeryGood,D,VVS2,61.3,59.0,575
5727,0.25,VeryGood,E,VVS1,61.0,58.0,575
5728,0.25,VeryGood,E,VVS1,60.7,58.0,575
5729,0.9,VeryGood,H,VS2,60.8,58.0,3890
5730,1.09,VeryGood,D,SI2,61.9,61.0,3890
5731,0.8,Ideal,E,SI1,61.0,57.0,3890
5732,0.9,Good,H,VS2,64.3,60.0,3890
5733,0.92,Good,D,SI2,63.3,59.0,3891
5734,0.91,VeryGood,G,SI2,63.4,60.0,3891
5735,1.1,Fair,E,SI1,65.5,57.0,3891
5736,1.02,Premium,G,SI2,62.3,58.0,3892
5737,1.03,Good,H,SI2,65.0,57.0,3892
5738,1.03,Fair,I,SI1,57.4,61.0,3892
5739,0.9,VeryGood,F,SI1,61.1,56.0,3893
5740,0.9,Good,F,SI1,61.3,60.0,3893
5741,1.03,Ideal,J,SI1,62.3,56.0,3893
5742,0.91,Good,F,SI1,66.1,57.0,3893
5743,0.9,Ideal,G,SI1,60.2,56.0,3894
5744,1.18,VeryGood,E,I1,62.5,58.0,3894
5745,1.0,Good,D,SI2,64.3,53.0,3894
5746,0.9,VeryGood,E,VS2,63.4,59.0,3894
5747,0.76,Premium,D,VS1,60.6,58.0,3894
5748,0.98,VeryGood,E,SI2,61.1,60.0,3895
5749,1.01,Good,G,SI2,64.5,61.0,3895
5750,1.01,Good,F,SI2,61.5,61.0,3895
5751,0.9,Good,E,SI2,61.3,61.0,3895
5752,0.92,Premium,I,VS2,60.9,58.0,3895
5753,0.93,Good,F,SI2,63.4,54.0,3896
5754,0.72,Ideal,D,VS1,60.9,56.0,3896
5755,1.24,Premium,G,SI2,60.0,60.0,3896
5756,1.04,Premium,G,SI2,60.6,59.0,3896
5757,1.01,Premium,F,SI2,63.0,60.0,3897
5758,1.01,Premium,F,SI2,58.3,58.0,3897
5759,1.01,Premium,F,SI2,60.0,59.0,3897
5760,1.01,Good,F,SI2,63.7,60.0,3897
5761,1.01,VeryGood,F,SI2,63.5,56.0,3897
5762,1.01,Premium,J,VVS2,62.7,59.0,3897
5763,1.01,Good,F,SI2,64.3,57.0,3897
5764,0.78,VeryGood,E,VS1,61.5,60.0,3898
5765,0.9,VeryGood,F,SI1,63.4,56.0,3898
5766,0.9,Good,F,SI1,62.4,55.0,3898
5767,0.91,Premium,E,SI2,62.8,59.0,3898
5768,1.05,Premium,G,SI2,60.1,60.0,3898
5769,1.13,Premium,E,SI2,62.5,57.0,3898
5770,0.91,Ideal,E,SI2,60.8,56.0,3898
5771,0.91,Ideal,E,SI2,61.5,56.0,3898
5772,1.05,Good,G,SI2,61.8,59.0,3898
5773,1.01,Premium,I,SI2,62.1,59.0,3899
5774,1.18,Fair,D,SI2,57.0,66.0,3899
5775,0.73,Ideal,F,VVS1,62.7,56.0,3900
5776,1.11,VeryGood,J,SI1,62.0,58.0,3901
5777,0.7,Ideal,E,VVS2,62.6,54.0,3901
5778,1.06,Premium,F,SI2,62.6,59.0,3901
5779,1.29,Premium,E,I1,58.6,60.0,3901
5780,0.9,VeryGood,E,SI2,62.6,58.0,3902
5781,0.9,VeryGood,E,SI2,61.1,58.0,3902
5782,1.04,Premium,H,SI1,60.0,58.0,3902
5783,0.9,Good,H,VS2,64.1,56.0,3902
5784,0.72,VeryGood,E,VVS1,61.2,58.0,3903
5785,1.03,VeryGood,F,SI2,60.2,55.0,3903
5786,1.01,Good,H,SI2,57.9,59.0,3903
5787,1.01,Premium,F,SI2,61.1,57.0,3903
5788,0.82,Ideal,E,VS2,61.9,57.0,3903
5789,1.02,Premium,G,SI2,60.7,56.0,3904
5790,1.01,VeryGood,J,SI2,62.2,58.0,3905
5791,1.23,Ideal,H,I1,61.9,61.0,3905
5792,1.0,Good,F,SI2,63.7,57.0,3906
5793,1.0,VeryGood,F,SI2,62.4,56.0,3906
5794,1.0,VeryGood,F,SI2,61.9,59.0,3906
5795,1.01,VeryGood,J,SI2,62.8,59.0,3906
5796,0.91,Ideal,I,VS1,62.1,57.0,3906
5797,1.0,Good,G,SI2,64.2,57.0,3906
5798,0.71,VeryGood,E,VVS1,57.9,61.0,3907
5799,0.95,Premium,E,SI2,58.9,61.0,3907
5800,0.9,Ideal,I,SI1,61.6,55.0,3908
5801,1.24,VeryGood,J,SI2,63.3,60.0,3908
5802,0.9,VeryGood,G,SI2,62.4,57.0,3909
5803,0.71,Ideal,G,VVS2,61.5,57.0,3909
5804,1.02,Good,D,SI2,63.8,59.0,3909
5805,1.02,Good,D,SI2,57.5,62.0,3909
5806,0.9,VeryGood,G,VS2,59.0,58.0,3910
5807,0.91,VeryGood,D,SI2,60.8,58.0,3910
5808,0.92,Premium,F,SI1,62.0,60.0,3910
5809,0.77,VeryGood,E,VS2,60.4,58.0,3911
5810,0.91,Premium,E,SI1,61.5,60.0,3911
5811,0.91,VeryGood,D,SI2,63.4,59.0,3911
5812,0.97,Premium,H,SI1,58.0,62.0,3911
5813,1.02,Ideal,I,SI2,62.7,57.0,3913
5814,0.73,Ideal,G,VVS1,61.6,56.0,3913
5815,0.8,Ideal,F,VS2,61.3,55.0,3913
5816,0.81,Ideal,E,SI1,61.9,55.0,3913
5817,1.18,Premium,J,VS2,62.8,59.0,3913
5818,1.39,VeryGood,I,I1,62.6,57.0,3914
5819,1.04,Premium,E,SI2,61.6,58.0,3914
5820,1.02,Ideal,H,I1,62.1,56.0,3915
5821,0.66,Ideal,D,VVS2,61.3,57.0,3915
5822,0.94,Ideal,E,SI2,61.1,55.0,3915
5823,1.0,Premium,H,SI1,62.9,60.0,3915
5824,0.92,Premium,H,VS2,59.6,59.0,3916
5825,1.01,Fair,E,SI2,57.9,57.0,3916
5826,1.11,Good,J,SI1,63.6,58.0,3916
5827,0.92,Good,D,SI2,63.9,55.0,3916
5828,0.92,Premium,G,SI2,59.4,60.0,3916
5829,0.77,VeryGood,F,VVS2,60.6,60.0,3917
5830,0.9,Premium,E,SI1,60.3,60.0,3917
5831,1.1,Good,F,SI2,63.7,58.0,3918
5832,0.9,Good,G,VS2,62.9,62.0,3918
5833,0.9,VeryGood,D,SI2,63.5,58.0,3918
5834,0.95,Ideal,I,SI2,61.2,56.0,3918
5835,1.1,Premium,F,SI2,62.1,56.0,3918
5836,1.0,Premium,I,VS2,62.7,62.0,3918
5837,0.9,VeryGood,G,SI1,62.6,60.0,3919
5838,0.9,VeryGood,H,VS2,63.1,60.0,3919
5839,0.9,Good,H,VS2,64.0,58.0,3919
5840,0.9,Premium,H,VS2,62.3,58.0,3919
5841,1.0,Premium,H,SI2,62.8,61.0,3920
5842,1.01,Premium,F,SI1,63.3,59.0,3920
5843,0.92,VeryGood,F,SI1,63.8,56.0,3920
5844,1.0,Fair,I,SI1,56.4,61.0,3920
5845,1.0,Good,I,SI1,62.9,64.0,3920
5846,1.0,VeryGood,G,SI2,63.3,56.0,3920
5847,1.0,Premium,H,SI2,61.3,58.0,3920
5848,1.0,Premium,H,SI2,62.349999999999994,59.0,3920
5849,1.0,VeryGood,H,SI2,63.4,61.0,3920
5850,1.0,Good,I,SI1,63.8,58.0,3920
5851,1.0,Good,J,VS1,58.1,64.0,3920
5852,1.0,Good,I,SI1,63.7,64.0,3920
5853,1.0,Premium,F,SI2,61.5,58.0,3920
5854,0.7,VeryGood,D,VVS1,61.5,63.0,3920
5855,1.0,Premium,J,SI1,58.7,58.0,3920
5856,0.51,Fair,F,VVS2,65.4,60.0,3920
5857,0.91,Premium,H,VS2,59.6,60.0,3921
5858,0.91,Good,H,VS2,63.1,59.0,3921
5859,1.03,Ideal,J,SI1,61.9,56.0,3921
5860,0.9,Good,G,SI1,60.2,63.0,3921
5861,0.88,Premium,F,VS1,60.7,55.0,3921
5862,0.74,Ideal,G,VVS2,61.7,55.0,3922
5863,1.03,Ideal,J,SI1,62.6,57.0,3922
5864,0.78,VeryGood,D,VS1,61.5,57.0,3923
5865,1.01,Premium,G,SI2,63.0,59.0,3923
5866,0.81,Ideal,G,VS1,61.6,56.0,3923
5867,1.01,Good,G,SI2,63.7,58.0,3923
5868,0.92,Fair,H,VS1,56.0,60.0,3924
5869,0.91,VeryGood,H,VS2,63.7,57.0,3924
5870,0.9,Premium,E,SI2,60.4,59.0,3924
5871,0.85,Ideal,E,VS2,59.3,57.0,3924
5872,0.9,VeryGood,E,SI2,61.6,59.0,3924
5873,1.04,VeryGood,J,SI2,63.2,58.6,3924
5874,0.91,Good,F,SI1,63.7,58.0,3924
5875,0.91,Good,F,SI1,63.7,58.0,3924
5876,1.03,Ideal,I,SI2,63.3,57.0,3925
5877,1.18,Premium,I,SI2,62.9,58.0,3925
5878,1.01,Ideal,J,SI1,62.8,57.0,3926
5879,1.01,Good,H,SI2,65.7,60.0,3926
5880,1.02,VeryGood,I,SI1,60.4,58.0,3927
5881,1.02,Ideal,H,SI2,61.6,56.0,3927
5882,1.02,VeryGood,H,SI2,62.4,59.0,3927
5883,1.02,VeryGood,I,SI1,62.9,58.0,3927
5884,0.76,Ideal,G,VVS2,62.0,56.0,3927
5885,1.01,Premium,E,SI2,59.4,59.0,3928
5886,1.03,Good,G,SI2,59.3,60.0,3929
5887,1.0,Ideal,J,SI1,59.2,62.0,3929
5888,0.8,Ideal,E,VS2,60.9,57.0,3930
5889,0.9,Fair,F,VS2,64.7,54.0,3931
5890,0.9,Premium,I,VVS2,58.3,60.0,3931
5891,0.9,Good,G,SI1,57.8,58.0,3931
5892,0.9,Ideal,G,SI1,61.6,57.0,3931
5893,0.9,Fair,D,VS2,57.5,66.0,3931
5894,1.04,Ideal,J,SI1,61.1,57.0,3931
5895,0.9,Premium,G,SI1,61.0,59.0,3931
5896,0.9,Ideal,G,SI1,62.2,56.0,3931
5897,1.08,Premium,F,SI2,59.9,58.0,3931
5898,1.2,Ideal,I,SI2,62.5,56.0,3931
5899,1.01,Good,D,SI2,64.0,59.0,3932
5900,0.92,Premium,I,VVS1,62.4,59.0,3932
5901,1.06,Ideal,J,SI2,61.3,57.0,3932
5902,0.9,Premium,H,VS2,62.6,58.0,3933
5903,0.93,VeryGood,G,SI1,62.5,57.8,3933
5904,0.83,Ideal,D,SI1,61.5,53.0,3933
5905,0.9,Good,E,SI1,60.8,65.0,3933
5906,0.81,Ideal,F,VS1,61.5,55.0,3933
5907,0.81,Ideal,E,SI1,61.9,56.0,3935
5908,1.06,Ideal,G,SI2,62.3,55.0,3936
5909,0.91,VeryGood,F,SI1,61.4,58.0,3936
5910,0.91,VeryGood,E,SI2,62.4,58.0,3936
5911,0.9,Premium,F,SI1,61.7,62.0,3936
5912,0.84,Ideal,G,VS2,62.0,55.0,3936
5913,0.92,Good,D,SI2,59.0,58.0,3936
5914,1.02,Ideal,J,VVS2,62.1,57.0,3936
5915,0.71,Premium,E,VVS1,61.8,56.0,3936
5916,0.73,Ideal,D,VS1,60.9,55.0,3937
5917,0.93,Premium,H,VS2,60.3,61.0,3937
5918,0.94,VeryGood,F,SI2,62.6,57.0,3938
5919,1.02,Good,H,SI2,58.2,60.0,3940
5920,1.0,Good,G,SI2,57.4,60.0,3941
5921,1.0,Good,G,SI2,64.0,55.0,3941
5922,0.93,Ideal,F,SI2,61.9,57.0,3941
5923,0.92,Ideal,E,SI2,62.1,57.0,3941
5924,0.92,Premium,E,SI2,62.1,58.0,3941
5925,0.92,Premium,E,SI2,61.7,59.0,3941
5926,0.92,Ideal,E,SI2,62.1,53.0,3941
5927,0.92,Ideal,E,SI2,62.2,56.0,3941
5928,1.12,Premium,E,I1,61.0,59.0,3942
5929,1.28,Premium,I,SI1,59.4,61.0,3942
5930,1.1,Ideal,E,I1,61.9,56.0,3942
5931,0.91,Premium,D,SI2,61.0,61.0,3943
5932,1.01,Premium,I,SI1,61.6,58.0,3944
5933,0.9,Fair,D,SI1,66.1,55.0,3945
5934,1.01,Ideal,F,SI2,62.7,57.0,3945
5935,1.01,VeryGood,F,SI2,60.8,63.0,3945
5936,1.01,VeryGood,F,SI2,62.5,61.0,3945
5937,0.9,VeryGood,G,SI1,62.9,56.0,3945
5938,0.96,Ideal,G,SI2,62.0,58.0,3945
5939,0.9,Good,E,SI1,62.6,62.0,3945
5940,1.03,Premium,H,SI1,61.8,58.0,3945
5941,1.12,Ideal,G,I1,60.3,57.0,3945
5942,0.9,Good,I,VVS2,62.9,61.0,3946
5943,0.93,Good,I,VS2,58.2,60.0,3946
5944,1.02,VeryGood,E,SI2,59.650000000000006,59.0,3947
5945,0.72,Ideal,E,VS1,61.1,57.0,3947
5946,0.74,VeryGood,F,VVS2,61.5,55.1,3948
5947,0.97,Premium,I,VS2,62.2,56.0,3948
5948,0.76,Ideal,H,VS2,62.0,56.0,3948
5949,0.9,Good,E,VS2,63.7,58.0,3948
5950,1.01,Good,G,SI2,61.1,62.0,3948
5951,0.91,Premium,D,SI2,62.4,56.0,3949
5952,0.7,Ideal,G,IF,61.3,56.0,3949
5953,1.0,Good,G,SI2,63.8,56.0,3949
5954,0.9,Good,F,SI1,63.1,58.0,3950
5955,0.9,VeryGood,F,SI1,62.5,62.0,3950
5956,0.9,VeryGood,F,SI1,62.6,60.0,3950
5957,0.9,Good,F,SI1,63.3,60.0,3950
5958,0.9,VeryGood,F,SI1,62.0,59.0,3950
5959,0.9,VeryGood,F,SI1,62.6,57.0,3950
5960,0.9,Good,F,SI1,57.5,60.0,3950
5961,0.9,Good,F,SI1,63.6,59.0,3950
5962,0.9,VeryGood,F,SI1,61.7,60.0,3950
5963,0.9,Good,F,SI1,63.2,61.0,3950
5964,0.9,Ideal,F,SI1,61.8,57.0,3950
5965,0.9,VeryGood,F,SI1,60.4,60.0,3950
5966,0.9,Good,F,SI1,57.6,60.0,3950
5967,1.14,Premium,D,I1,61.8,59.0,3950
5968,0.9,VeryGood,F,SI1,63.7,58.0,3950
5969,0.9,VeryGood,F,SI1,63.4,58.0,3950
5970,0.9,VeryGood,F,SI1,62.5,60.0,3950
5971,0.9,VeryGood,F,SI1,62.3,55.0,3950
5972,0.76,Good,D,VS1,63.7,56.0,3950
5973,0.9,Premium,F,SI2,59.7,60.0,3951
5974,0.72,Premium,E,IF,61.3,60.0,3951
5975,1.2,Premium,J,SI2,59.6,62.0,3951
5976,1.12,Good,J,SI1,63.7,61.0,3951
5977,0.9,Premium,F,SI2,60.6,59.0,3951
5978,1.0,Fair,I,VS1,64.0,49.0,3951
5979,1.05,Premium,E,SI2,60.9,61.0,3951
5980,0.96,VeryGood,G,SI2,63.1,56.0,3951
5981,0.72,VeryGood,F,VVS2,59.2,63.0,3952
5982,1.13,Good,F,SI2,64.0,58.0,3952
5983,1.01,VeryGood,J,SI1,58.9,59.0,3952
5984,0.71,Premium,D,VVS1,58.8,58.0,3952
5985,0.8,Ideal,F,VS1,61.6,54.0,3953
5986,1.04,Ideal,I,SI2,62.4,57.0,3953
5987,0.8,VeryGood,F,VS2,61.3,55.0,3954
5988,0.9,VeryGood,F,SI1,62.5,59.0,3954
5989,0.91,Ideal,I,VS1,62.4,57.0,3954
5990,0.9,Good,F,SI1,64.7,54.0,3954
5991,1.16,Ideal,J,SI1,60.7,57.0,3955
5992,0.71,Ideal,G,VVS1,61.1,57.0,3955
5993,1.11,VeryGood,I,SI2,61.2,61.0,3956
5994,1.03,Premium,J,VS1,61.8,58.0,3957
5995,0.91,Premium,D,SI2,61.2,58.0,3958
5996,1.06,VeryGood,H,SI2,62.6,58.0,3958
5997,0.9,Ideal,E,SI2,61.9,54.0,3958
5998,1.01,Premium,H,SI2,62.8,61.0,3959
5999,1.01,Premium,H,SI2,60.6,61.0,3959
6000,1.01,Good,H,SI2,63.9,58.0,3959
6001,1.01,Premium,H,SI2,63.3,58.0,3959
6002,1.01,Premium,I,SI1,62.7,59.0,3959
6003,1.01,Good,D,SI2,63.6,61.0,3959
6004,1.01,VeryGood,H,SI2,63.4,55.0,3959
6005,1.01,Good,I,SI1,63.6,55.0,3959
6006,0.97,VeryGood,G,SI2,59.8,58.0,3960
6007,1.04,Premium,I,SI2,61.6,56.0,3960
6008,0.91,VeryGood,G,SI1,63.6,57.0,3961
6009,0.75,Ideal,D,VS1,62.4,56.0,3961
6010,0.91,Premium,E,SI1,61.9,61.0,3961
6011,1.09,Premium,D,SI2,61.9,61.0,3961
6012,0.88,Ideal,D,SI2,62.2,56.0,3962
6013,0.91,VeryGood,F,SI1,62.7,56.0,3963
6014,0.94,VeryGood,E,SI2,62.0,60.0,3963
6015,0.91,Premium,H,VS2,62.3,57.0,3963
6016,0.9,VeryGood,H,VS1,62.6,55.0,3964
6017,0.9,VeryGood,H,VS1,62.7,56.0,3964
6018,1.21,VeryGood,I,SI2,63.4,62.0,3964
6019,1.0,Fair,G,SI1,68.3,61.0,3965
6020,1.18,VeryGood,E,I1,63.3,57.0,3965
6021,1.18,Premium,E,I1,62.5,58.0,3965
6022,1.0,Good,D,SI2,64.3,60.0,3965
6023,1.0,Good,D,SI2,64.3,53.0,3965
6024,1.0,Fair,G,SI1,65.2,62.0,3965
6025,1.0,VeryGood,D,SI2,63.2,56.0,3965
6026,1.0,VeryGood,D,SI2,60.8,63.0,3965
6027,1.0,Good,G,SI1,62.2,65.0,3965
6028,1.0,Fair,D,SI2,65.0,56.0,3965
6029,0.25,VeryGood,E,VVS1,60.0,56.0,575
6030,0.25,VeryGood,E,VVS1,60.2,59.0,575
6031,0.33,VeryGood,I,VS1,59.9,62.0,575
6032,0.3,VeryGood,E,VS2,62.1,62.0,575
6033,0.32,Ideal,I,VVS1,62.2,53.0,575
6034,0.32,Ideal,I,VVS1,61.4,56.0,575
6035,0.25,Ideal,F,VVS1,60.9,57.0,575
6036,0.33,Ideal,D,SI1,62.2,54.0,575
6037,0.25,Good,E,VVS1,61.3,61.0,575
6038,0.37,Good,F,SI1,63.7,55.0,575
6039,0.32,VeryGood,G,VS2,61.9,56.0,576
6040,0.32,Ideal,H,SI1,60.6,57.0,576
6041,0.32,Premium,E,SI2,62.4,58.0,576
6042,0.32,Ideal,E,SI2,62.0,55.0,576
6043,0.32,Premium,E,SI2,62.35,60.0,576
6044,0.32,Ideal,E,SI2,62.7,57.0,576
6045,0.32,Ideal,I,VS2,60.3,56.0,576
6046,0.32,Ideal,I,VS2,61.5,56.0,576
6047,0.32,Ideal,I,VS2,62.2,57.0,576
6048,0.32,Premium,I,VS2,62.6,58.0,576
6049,0.32,Ideal,I,VS2,62.5,55.0,576
6050,0.32,Ideal,I,VS2,63.0,56.0,576
6051,0.32,Ideal,I,VS2,61.3,56.0,576
6052,0.32,Premium,I,VS2,61.1,57.0,576
6053,0.32,Ideal,I,VS2,61.55,57.0,576
6054,0.32,Ideal,I,VS2,62.0,57.0,576
6055,0.32,Ideal,I,VS2,61.6,56.0,576
6056,0.32,Ideal,I,VS2,62.5,55.0,576
6057,0.32,Ideal,I,VS2,62.9,57.0,576
6058,0.32,Premium,I,VS2,62.2,59.0,576
6059,1.0,Fair,D,SI2,66.5,59.0,3965
